label,text
Neg,"@TheEngTeacher dammit, getting to know this corner very well "
Neg,"Ugh, what a waste of 3 hours... "
Neg,@charltonbrooker You've got my sympathy - I've got to go have my back X-rayed 
Neg,Time for lunch. I'm so craving spring rolls.... to bad we don't have a chinese near who delivers 
Neg,I don't know how I am getting back to Miami.  It's like no one cares...
Neg,"@Kal_Penn Ok well I think I just got a spoiler for this episode, I haven't seen it yet, i'm in the UK!!  gutted now."
Neg,surely is.... this is the first time I have tried to do this 
Neg,Have a ouchy head which is making me feel sicky 
Neg,@alessandrod sadness  but please keep updating *hug*
Neg,@loris_sl morning!!!! how things in Italy today??? Depressing I imagine!!! That is bad news 
Neg,@melaniengzuer haha! nah! no more. i go back twice a month. the bus tickets too expensive already 
Neg,Really want to see Kasabian at Eden Project 4th july! Just need someone to go with 
Neg,"Morning all! It's a grey day in Holland  Come on spring, you can do it!!!"
Neg,Sad that the time shift means it's dark when we go home. 
Neg,@sneffielynn I wish I knew what's going on with TB.  It's driving me crazy.
Neg,damn! I have missed #gsoc apply deadline 
Neg,hates revision 
Neg,@khensu83 I always feel like that too  have an amazing day though xx
Neg,http://twitpic.com/2y887 - I miss this! 
Neg,"Quite busy today, attended 2 appointment. Well, tomorrow going to be another busy day "
Neg,iiiii havent slept yet and i have to be at work in 40 minutes. boo 
Neg,Is stuck in history 
Neg,@ClaireBoyles Thought as much 
Neg,Going to work!!! 
Neg,"The nowhere land - not 100% sick, but definately not healthy either "
Neg,I am still suffering from a headache which has been with me since yesterday afternoon. Feels like my head is in a vice  Not pleasant.
Neg,Working at uni.. Red Bull and a packet of sultanas for dinner 
Neg,@CSIMiamiJenny I know thats how i felt after givin them presents+them not appreciating it  Horatio is the real man LOL
Neg,@MissyKesson cant find u on it 
Neg,@fireflies_uk Twitter is really playing up! Braces...brings back memories of bad gagging reflex 
Neg,@carli_chick I can't get photo  x
Neg,On the bus going to work!  booo!
Neg,Can't tweet working over the head 
Neg,@robparsons - too difficult??? who ARE these people?? no doubt the ones who only ever see Africans as starving and helpless - grrrrrr 
Neg,Sitting in work 
Neg,"@nickynocky I pay just over a hundred, for me and occasional kids in a house, but not metered. Yours does sound high then "
Neg,"@abhian abey lalloo.. Me n dake then went for the 8pm show @ cp.. U cud've made it  .. Chal koi nahi, nxt weekend try karenge again"
Neg,Up with my sick little girl who just came in my room and vomitted on my bed.  
Neg,insomnia has got the best of me again... ohhh so tired and can't find sleep 
Neg,LOL what Anna? Schmance? I soo wanna meet up with you in the holidays man haha - Im missing you so bad 
Neg,I sooo cannot afford to get an iPhone 
Neg,"yay, I can txt to twitter but can't receive to my cell bcos im in New Zealand "
Neg,sleeping at a friend today x3 whats going on with u!? don�t understand .. 
Neg,@Retrochick_uk oh probably PMT ;) and thoughtless men a bit too 
Neg,"To transcode a 100MB .wmv to a 100MB .flv file without loss of quality - possible, or not?  Anyone know?  Everything I try is terrible "
Neg,@kenmcguire sorry i had to be the one to confirm your darkest fears 
Neg,"@divapromotions I agree, sendout cards rocks!  Just sent one today to a dear friend that I had to let go "
Neg,Dats some fast internets. We'll probably be stuck with that 10% though  http://digg.com/d1o8Kd
Neg,"It's a new morning pulled back the curtains sunshining, birds tweeting and I'm stuck inside working  !"
Neg,"@joypalmer I wake up at 2am and think, ah yes, that's mice running around in the ceiling again "
Neg,"At school right now.. Just watched This is England, and I'm sorry to say that I didn't like it that much  Maby because I watched it here?"
Neg,"@kangaroogav Preach brother, Special K, Single gammon roll &amp; water, no dinner "
Pos,I LOVE @Health4UandPets u guys r the best!! 
Pos,im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!
Pos,"@DaRealSunisaKim Thanks for the Twitter add, Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. "
Pos,"Being sick can be really cheap when it hurts too much to eat real food  Plus, your friends make you soup"
Pos,@LovesBrooklyn2 he has that effect on everyone 
Pos,@ProductOfFear You can tell him that I just burst out laughing really loud because of that  Thanks for making me come out of my sulk!
Pos,@r_keith_hill Thans for your response. Ihad already find this answer 
Pos,"@KeepinUpWKris I am so jealous, hope you had a great time in vegas! how did you like the ACM's?! LOVE YOUR SHOW!! "
Pos,"@tommcfly ah, congrats mr fletcher for finally joining twitter "
Pos,@e4VoIP I RESPONDED  Stupid cat is helping me type. Forgive errors 
Pos,crazy day of school. there for 10 hours straiiight. about to watch the hills. @spencerpratt told me too! ha. happy birthday JB! 
Pos,@naughtyhaughty HOW DID I FORGET ABOUT TWO AND A HALF MEN?!?!? I LOVE THAT SHOW!!! 
Pos,"@nileyjileyluver Haha, don't worry! You'll get the hang of it! "
Pos,"@soundwav2010 At least I won't be the only one feeling lost! This may cause me many later than usual nights, already addicting "
Pos,@LutheranLucciol Make sure you DM me if you post a link to that video! &lt;LOL&gt;So I don't miss it   Better get permission and blessing first?
Pos,Just added tweetie to my new iPhone 
Pos,@michellardi i really don't know. i think its Globe!  yeah! sana gumaling na ko para alam ko na din kung makakasama ako! )
Pos,@nicolerichie: your picture is very sweet 
Pos,"Catching Up on Emails, RSS and Random BACN. Then I'm cutting out early tonight (11:30PM) to have Dinner with @lauraw "
Pos,"Dancing around the room in Pjs, jamming to my ipod. Getting dizzy. Well twitter, you asked! "
Pos,Didn't place in the Peeps contest but thanks for voting anyways. 
Pos,Going to bed so goodnight everyone  and sweet dreams  http://twitpic.com/2y2e0
Pos,@LittleLumen walking over to put the deposit down tomorrow 
Pos,"is now followinq @DAChesterFrench , you shud do tha same "
Pos,@LordPov Are you meant to add on the back of that &quot;twittering from a toilet cubicle somewhere&quot;? 
Pos,Aw i'm holding my new puppy. Well He's not mine but He's a cutie. 
Pos,@iJohn kitteh is sleepin on my crotch which proves she likes me more 
Pos,@DramaBeats agreed 
Pos,reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm  - http://bkite.com/06fuJ
Pos,@ALBinLA.  I was just thinking about you tonight!  You have to let me be the first to interview you're a famous super star 
Pos,happy to spend time with the family. 
Pos,finally going to bed!  so tired. Was gonna watch The Hills but didnt =/
Pos,so effing tired of my throat hurting.... ooooohh... i just got a crazy craving for a pina colada/banana slushie!!!! 
Pos,@deon upload di indowebster dong banggggg 
Pos,@wisdomous you're welcome. glad you enjoyed it. 
Pos,@hawaii808shellz hAhAHA!! omG! we wer bOth laughiN off d hOOk!  cuz das hOW we roLLL...ryt sheLdawg?
Pos,@SickWithThePen awww pookie feel better. I'll pray for you...and BAG the nurse up 
Pos,YAY! found a new cuddle buddy 
Pos,I think I met my first &quot;snob&quot; on twitter tonight. Too bad. Life goes on! 
Pos,Across the Universe. Sleep. Rehearsal tomorrow. 
Pos,"@annabellee dry sweet potato, huh? "
Pos,"@JonathanRKnight Hi Jon! Great to hear from you! See you on the cruise, I cannot wait! Hope all is well on the Knight bus!  You are loved!"
Pos,having a long conversation with mom on phone 
Pos,@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? 
Pos,Practicing lines/mannerisms/voices for upcoming feature shoot.  Probably driving Brock crazy.  
Pos,Going to go and read new moon for the 3rd time  I cant get enough of twilight series 
Pos,today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!
Pos,I am bored 
Pos,@stevecla it is a wallpaper with Red Square I was asking for 
Pos,@r_keith_hill Thanks for your response. Ihad already find this answer 
Pos,@Pope_Mello Well yeah! I only noticed cuz i'm BB too. 
Pos,Just tryna get inspired thats all 
Pos,@KourtneyKardash Can't get up early enough!!!  Night workouts are much better. 
Pos,"@ladygaga Can't wait to see ur hot ass in Austin! woot woot!!! annnd love the bob with purple, i went the royal color way as well "
Pos,"@QuotableBuffy I got a bunch of Buffy songs too! One of my faves is &quot;Vivian&quot; by Nerf Herder, when Faith met Spike in Buffy's body. "
Pos,#Devunity Wallpaper  Check this out !   --&gt;    http://twitpic.com/2y2e2
Pos,"Morning Tweetland, a long day ahead! Hope everyone has a great day  "
Pos,   uploading pictures on friendster 
Pos,@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p
Pos,noodlebox with amanda tonight 
Pos,"@una_avion2010 Sorrry, I'm doing like 29823782 different things. Kevin Jonas' Girlfriend "
Pos,@fuzeb they are so serious too while singing like.. whoa  hehe lsd maybe? j/k lolol
Pos,loving life... and loving you 
Pos,@ApothecaryJeri  I love Sicilians best damn pizza on the planet [says I] 
Pos,loves chocolate milk  and that is GF YEAH..
Pos,Going to Sutter Creek tomorrow to tour an old Mine 
Pos,"@bodycoach I'll look into that cho, I personally like strawberry but I'm going to become coach soon "
Pos,"@little__fish guess where i live. the other side of the earth  east mesa, losiento"
Pos,@paula_paige3489 so apart from the sore... how was the tryouts? 
Pos,failed physics TEST... what a homo. keeen for the holidays (2 days to go) 
Pos,"Just observed the update look of #Alexa website, http://tinyurl.com/c48gzf , looks great, seems Alexa is improving "
Pos,@leiabox so what can you tell us about it? I'm totally geeking out right now 
Pos,"@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to "
Pos,@Rebecca1158 goodnight. 
Pos,My brother is sick too lol. Quite weird 
Pos,@drdrew *gives a hug and a cookie* Hope you feel better! 
Pos,@jonathanRKnight Hey Jon! It's real and I hope you take care of yourself...we don't want you to get too rundown.  ((Hugs))
Pos,"Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter, so it will wash off. HARDCORE "
Pos,had a good tech meeting at clubZone - dinner was sushi 
Pos,@mattgalloway Thanks for the hook up with @CarlyRush and suggesting me again bro! you rock! 
Pos,@jeffswarens depends on which version they thought you  the one I know doesn't go like that ;)
Pos,@Speak2Ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much 
Pos,@Honey3223 Lurkers now that was interesting 
Pos,@saravananp mine is B North. Still need to decide 'aaru hithavaru ninage ee moovaroLage' to vote 
Pos,@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in
Pos,eating ice-cream with chocolate topping 
Pos,@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!
Pos,@its_yvonne daaang i didn't know it was possible to talk that long! what'd you guys talk about 
